parent_a,parent_b,layer,norm_ratio,w,A,B,C,E,D_plus,D_minus
09111d7d,5ffed8da,layer3.1.conv1.weight,0.7130383509496943,0.04770611069193691,0.0,0.0059586599083308045,0.2334751605641739,0.35565337145993353,0.3959152533281949,0.008997554739366838
09111d7d,5ffed8da,layer3.1.conv2.weight,0.6868735922485032,0.09514161953037802,0.0,0.0,0.13690528150079243,0.0,0.7982271521753895,0.06486756632381803
09111d7d,5ffed8da,layer3.2.conv1.weight,0.6928850047221491,0.06674261873985007,0.0,0.0,0.04637155486572549,0.049026425461101766,0.8402951881548675,0.06430683151830528
09111d7d,5ffed8da,layer3.2.conv2.weight,0.6890603147675827,0.13205813665432437,0.16089233759318122,0.0,0.0,0.0,0.7499664839688809,0.08914117843793788
09111d7d,88ed44d1,conv1.weight,0.6404279788479492,0.0015807140961069123,0.33727830745976184,0.0,0.0,0.0,0.6507474219910389,0.011974270549199405
09111d7d,88ed44d1,layer1.0.conv1.weight,0.755775780184249,0.0058975595824434564,0.04599126039432258,0.011312706857157328,0.14353646535281983,0.4148384185045826,0.3823151984430136,0.002005950448104058
09111d7d,88ed44d1,layer1.0.conv2.weight,0.7188359398792932,0.004504247628910067,0.020128495217657104,0.02531381543794683,0.14528102409917978,0.17737729286817772,0.5833572780647174,0.04854209431232106
09111d7d,88ed44d1,layer1.1.conv1.weight,0.7148222256619288,0.003654017753285606,0.0,0.037052582548870935,0.18845566489591067,0.6613298697960819,0.1053856803254378,0.007776202433698693
09111d7d,88ed44d1,layer1.1.conv2.weight,0.7052738904162034,0.003512487515901051,0.0,0.022663032635266186,0.1049733954832221,0.28872390667911024,0.5007296274242277,0.08291003777817395
09111d7d,88ed44d1,layer1.2.conv1.weight,0.7015281925562036,0.003277331716949835,0.0,0.04994592268074187,0.12406904834836364,0.24126728828125682,0.4683741156123438,0.11634362507729396
09111d7d,88ed44d1,layer1.2.conv2.weight,0.7015931503983952,0.0026163800282754,0.0017883039112343482,0.03405137250254319,0.11312548296064456,0.3644151776558517,0.28957319497998774,0.19704646798973846
09111d7d,88ed44d1,layer2.0.conv1.weight,0.7164874315418598,0.0031589188834147365,0.0,0.016283056170150603,0.09561429928057533,0.44025817741971385,0.4119370308460306,0.03590743628352942
09111d7d,88ed44d1,layer2.0.conv2.weight,0.7159893962004439,0.006633980849248853,0.008802873775946603,0.02353214142613708,0.07580859825442096,0.3100754040709318,0.5055807241272835,0.0762002583452802
09111d7d,88ed44d1,layer2.0.shortcut.0.weight,0.7197498669415223,0.0032304016496859564,0.008015228569051507,0.024521696593354403,0.18675994007983973,0.40031629818482445,0.31060532800019375,0.0697815085727362
09111d7d,88ed44d1,layer2.1.conv1.weight,0.7200847067178744,0.005900141950001527,0.0092667257225625,0.028415426829994043,0.08578300248952876,0.23471118157109735,0.5437828411102463,0.098040822276571
09111d7d,88ed44d1,layer2.1.conv2.weight,0.7176244637900173,0.006589858051985616,0.012456287321094136,0.03341066042992395,0.18618240379038842,0.3352450816784357,0.3657724212238414,0.06693314555631662
09111d7d,88ed44d1,layer2.2.conv1.weight,0.7122036772176833,0.005235930745736152,0.0006630868905431164,0.013982133984302796,0.07045323951308881,0.3886524588633441,0.4635637484742781,0.06268533227444327
